# DEBUG Waiting for a keypress.
        99.23200 ms     00000c1d ticks
       121.21600 ms     00000ecc ticks
       106.04800 ms     00000cf2 ticks
        20.83200 ms     0000028b ticks
        67.55200 ms     0000083f ticks
       133.79200 ms     00001055 ticks
        60.70400 ms     00000769 ticks
       112.89600 ms     00000dc8 ticks
        94.68800 ms     00000b8f ticks
        20.83200 ms     0000028b ticks
        65.28000 ms     000007f8 ticks
        39.64800 ms     000004d7 ticks
        67.52000 ms     0000083e ticks
        50.11200 ms     0000061e ticks
        94.17600 ms     00000b7f ticks
        12.03200 ms     00000178 ticks
        65.15200 ms     000007f4 ticks
        22.88000 ms     000002cb ticks
        51.71200 ms     00000650 ticks
        24.99200 ms     0000030d ticks
        78.68800 ms     0000099b ticks
        18.97600 ms     00000251 ticks
        60.60800 ms     00000766 ticks
        73.15200 ms     000008ee ticks
        67.52000 ms     0000083e ticks
       135.90400 ms     00001097 ticks
        90.17600 ms     00000b02 ticks
        25.02400 ms     0000030e ticks
        67.52000 ms     0000083e ticks
        40.83200 ms     000004fc ticks
        44.67200 ms     00000574 ticks
       146.30400 ms     000011dc ticks
        60.73600 ms     0000076a ticks
        35.93600 ms     00000463 ticks
        46.94400 ms     000005bb ticks
        20.80000 ms     0000028a ticks
        60.73600 ms     0000076a ticks
        96.12800 ms     00000bbc ticks
        81.60000 ms     000009f6 ticks
        16.25600 ms     000001fc ticks
        60.99200 ms     00000772 ticks
       702.68800 ms     000055c7 ticks
        69.82400 ms     00000886 ticks
        64.73600 ms     000007e7 ticks
        87.90400 ms     00000abb ticks
        98.20800 ms     00000bfd ticks
        83.39200 ms     00000a2e ticks
       167.26400 ms     0000146b ticks
        85.63200 ms     00000a74 ticks
       238.33600 ms     00001d18 ticks
        81.15200 ms     000009e8 ticks
        20.80000 ms     0000028a ticks
       160.32000 ms     00001392 ticks
        77.31200 ms     00000970 ticks
        24.09600 ms     000002f1 ticks
       100.28800 ms     00000c3e ticks
        77.21600 ms     0000096d ticks
        13.98400 ms     000001b5 ticks
        70.14400 ms     00000890 ticks
        68.92800 ms     0000086a ticks
        87.93600 ms     00000abc ticks
        62.62400 ms     000007a5 ticks
        78.84800 ms     000009a0 ticks
       158.78400 ms     00001362 ticks
        80.99200 ms     000009e3 ticks
        20.80000 ms     0000028a ticks
        65.21600 ms     000007f6 ticks
        43.26400 ms     00000548 ticks
        53.79200 ms     00000691 ticks
        62.65600 ms     000007a6 ticks
        67.52000 ms     0000083e ticks
       121.21600 ms     00000ecc ticks
        58.43200 ms     00000722 ticks
        48.16000 ms     000005e1 ticks
        24.09600 ms     000002f1 ticks
        28.48000 ms     0000037a ticks
        51.32800 ms     00000644 ticks
        35.45600 ms     00000454 ticks
        81.08800 ms     000009e6 ticks
       144.25600 ms     0000119c ticks
        73.92000 ms     00000906 ticks
        14.30400 ms     000001bf ticks
        76.57600 ms     00000959 ticks
        48.00000 ms     000005dc ticks
        70.24000 ms     00000893 ticks
        16.25600 ms     000001fc ticks
        26.84800 ms     00000347 ticks
        23.61600 ms     000002e2 ticks
        62.56000 ms     000007a3 ticks
       106.84800 ms     00000d0b ticks
        40.09600 ms     000004e5 ticks
      1489.02400 ms     0000b5c4 ticks
        74.36800 ms     00000914 ticks
       426.65600 ms     00003415 ticks
       137.76000 ms     000010d1 ticks
       589.76000 ms     000047fe ticks
        74.33600 ms     00000913 ticks
       100.32000 ms     00000c3f ticks
        90.17600 ms     00000b02 ticks
       117.05600 ms     00000e4a ticks
        82.62400 ms     00000a16 ticks
        11.48800 ms     00000167 ticks
        63.29600 ms     000007ba ticks
        29.21600 ms     00000391 ticks
        70.59200 ms     0000089e ticks
        11.74400 ms     0000016f ticks
        92.92800 ms     00000b58 ticks
        31.29600 ms     000003d2 ticks
        69.82400 ms     00000886 ticks
       106.56000 ms     00000d02 ticks
        76.60800 ms     0000095a ticks
        71.04000 ms     000008ac ticks
        76.57600 ms     00000959 ticks
        40.83200 ms     000004fc ticks
        24.16000 ms     000002f3 ticks
        20.80000 ms     0000028a ticks
        67.55200 ms     0000083f ticks
        24.99200 ms     0000030d ticks
        99.20000 ms     00000c1c ticks
        84.60800 ms     00000a54 ticks
        20.03200 ms     00000272 ticks
        25.53600 ms     0000031e ticks
        35.64800 ms     0000045a ticks
       150.49600 ms     0000125f ticks
        81.15200 ms     000009e8 ticks
        20.83200 ms     0000028b ticks
        58.43200 ms     00000722 ticks
        45.72800 ms     00000595 ticks
        58.36800 ms     00000720 ticks
        20.80000 ms     0000028a ticks
        63.00800 ms     000007b1 ticks
        27.13600 ms     00000350 ticks
        83.36000 ms     00000a2d ticks
       102.43200 ms     00000c81 ticks
        65.24800 ms     000007f7 ticks
       152.60800 ms     000012a1 ticks
        60.73600 ms     0000076a ticks
        60.54400 ms     00000764 ticks
        74.30400 ms     00000912 ticks
        35.96800 ms     00000464 ticks
        26.40000 ms     00000339 ticks
        48.03200 ms     000005dd ticks
        87.93600 ms     00000abc ticks
        22.91200 ms     000002cc ticks
        65.28000 ms     000007f8 ticks
        48.00000 ms     000005dc ticks
        72.06400 ms     000008cc ticks
        91.93600 ms     00000b39 ticks
        81.08800 ms     000009e6 ticks
        50.62400 ms     0000062e ticks
        67.87200 ms     00000849 ticks
        16.22400 ms     000001fb ticks
        49.44000 ms     00000609 ticks
        45.92000 ms     0000059b ticks
        83.36000 ms     00000a2d ticks
        89.88800 ms     00000af9 ticks
        72.06400 ms     000008cc ticks
        94.04800 ms     00000b7b ticks
        90.17600 ms     00000b02 ticks
        75.20000 ms     0000092e ticks
       101.53600 ms     00000c65 ticks
        48.03200 ms     000005dd ticks
        92.48000 ms     00000b4a ticks
        43.80800 ms     00000559 ticks
       133.21600 ms     00001043 ticks
        58.49600 ms     00000724 ticks
        76.57600 ms     00000959 ticks
        89.85600 ms     00000af8 ticks
       105.28000 ms     00000cda ticks
        11.52000 ms     00000168 ticks
        70.11200 ms     0000088f ticks
       169.34400 ms     000014ac ticks
        67.52000 ms     0000083e ticks
       133.79200 ms     00001055 ticks
        81.12000 ms     000009e7 ticks
        39.64800 ms     000004d7 ticks
        83.36000 ms     00000a2d ticks
        21.28000 ms     00000299 ticks
        51.48800 ms     00000649 ticks
       221.63200 ms     00001b0e ticks
        69.82400 ms     00000886 ticks
       382.72000 ms     00002eb8 ticks
        85.60000 ms     00000a73 ticks
        55.48800 ms     000006c6 ticks
        42.36800 ms     0000052c ticks
        21.15200 ms     00000295 ticks
        44.51200 ms     0000056f ticks
        58.46400 ms     00000723 ticks
        67.55200 ms     0000083f ticks
       133.76000 ms     00001054 ticks
        78.33600 ms     00000990 ticks
        12.00000 ms     00000177 ticks
        85.66400 ms     00000a75 ticks
        68.92800 ms     0000086a ticks
        58.75200 ms     0000072c ticks
        18.46400 ms     00000241 ticks
        76.57600 ms     00000959 ticks
        20.83200 ms     0000028b ticks
        87.58400 ms     00000ab1 ticks
         8.51200 ms     0000010a ticks
        86.08000 ms     00000a82 ticks
        22.91200 ms     000002cc ticks
        74.33600 ms     00000913 ticks
       165.18400 ms     0000142a ticks
        76.32000 ms     00000951 ticks
        16.60800 ms     00000207 ticks
        69.72800 ms     00000883 ticks
        83.58400 ms     00000a34 ticks
        76.60800 ms     0000095a ticks
        64.73600 ms     000007e7 ticks
        74.33600 ms     00000913 ticks
        27.10400 ms     0000034f ticks
        62.94400 ms     000007af ticks
        48.19200 ms     000005e2 ticks
        53.76000 ms     00000690 ticks
       163.07200 ms     000013e8 ticks
        60.73600 ms     0000076a ticks
       357.60000 ms     00002ba7 ticks
       101.50400 ms     00000c64 ticks
        81.47200 ms     000009f2 ticks
       101.50400 ms     00000c64 ticks
        62.65600 ms     000007a6 ticks
       113.31200 ms     00000dd5 ticks
        16.25600 ms     000001fc ticks
        67.80800 ms     00000847 ticks
       102.43200 ms     00000c81 ticks
        92.89600 ms     00000b57 ticks
        16.25600 ms     000001fc ticks
        74.65600 ms     0000091d ticks
        62.68800 ms     000007a7 ticks
        34.81600 ms     00000440 ticks
         9.66400 ms     0000012e ticks
        76.54400 ms     00000958 ticks
        21.15200 ms     00000295 ticks
        94.94400 ms     00000b97 ticks
        13.98400 ms     000001b5 ticks
        88.38400 ms     00000aca ticks
       173.50400 ms     0000152e ticks
        69.76000 ms     00000884 ticks
        35.96800 ms     00000464 ticks
        49.18400 ms     00000601 ticks
        85.50400 ms     00000a70 ticks
        56.09600 ms     000006d9 ticks
        31.10400 ms     000003cc ticks
        56.28800 ms     000006df ticks
        18.49600 ms     00000242 ticks
        59.26400 ms     0000073c ticks
        11.74400 ms     0000016f ticks
        63.29600 ms     000007ba ticks
       167.23200 ms     0000146a ticks
        65.28000 ms     000007f8 ticks
        75.20000 ms     0000092e ticks
        67.52000 ms     0000083e ticks
        25.02400 ms     0000030e ticks
        83.32800 ms     00000a2c ticks
        35.93600 ms     00000463 ticks
        63.16800 ms     000007b6 ticks
        18.46400 ms     00000241 ticks
        72.06400 ms     000008cc ticks
       487.26400 ms     00003b7b ticks
        60.70400 ms     00000769 ticks
        60.41600 ms     00000760 ticks
        33.24800 ms     0000040f ticks
        25.02400 ms     0000030e ticks
        83.36000 ms     00000a2d ticks
        48.00000 ms     000005dc ticks
        74.33600 ms     00000913 ticks
        43.84000 ms     0000055a ticks
        85.60000 ms     00000a73 ticks
        28.60800 ms     0000037e ticks
        76.25600 ms     0000094f ticks
        16.54400 ms     00000205 ticks
        76.48000 ms     00000956 ticks
        18.46400 ms     00000241 ticks
        60.70400 ms     00000769 ticks
        31.04000 ms     000003ca ticks
        62.52800 ms     000007a2 ticks
         8.54400 ms     0000010b ticks
        17.66400 ms     00000228 ticks
        55.48800 ms     000006c6 ticks
        24.16000 ms     000002f3 ticks
        83.55200 ms     00000a33 ticks
        85.66400 ms     00000a75 ticks
       114.94400 ms     00000e08 ticks
        94.68800 ms     00000b8f ticks
        22.91200 ms     000002cc ticks
       121.88800 ms     00000ee1 ticks
        21.28000 ms     00000299 ticks
        53.76000 ms     00000690 ticks
        41.72800 ms     00000518 ticks
        65.28000 ms     000007f8 ticks
      8153.24800 ms     0003e345 ticks
        74.30400 ms     00000912 ticks
        23.71200 ms     000002e5 ticks
        33.28000 ms     00000410 ticks
        37.53600 ms     00000495 ticks
        74.33600 ms     00000913 ticks
       135.87200 ms     00001096 ticks
        74.30400 ms     00000912 ticks
        71.00800 ms     000008ab ticks
        87.93600 ms     00000abc ticks
        58.46400 ms     00000723 ticks
        81.08800 ms     000009e6 ticks
        31.04000 ms     000003ca ticks
        58.33600 ms     0000071f ticks
        20.80000 ms     0000028a ticks
        74.27200 ms     00000911 ticks
        28.64000 ms     0000037f ticks
        35.52000 ms     00000456 ticks
        96.12800 ms     00000bbc ticks
        67.10400 ms     00000831 ticks
        14.30400 ms     000001bf ticks
        51.07200 ms     0000063c ticks
        35.29600 ms     0000044f ticks
        96.60800 ms     00000bcb ticks
       476.76800 ms     00003a33 ticks
        76.51200 ms     00000957 ticks
        31.07200 ms     000003cb ticks
        65.15200 ms     000007f4 ticks
        52.19200 ms     0000065f ticks
        98.59200 ms     00000c09 ticks
         9.66400 ms     0000012e ticks
        71.96800 ms     000008c9 ticks
        40.70400 ms     000004f8 ticks
        28.67200 ms     00000380 ticks
       198.56000 ms     0000183d ticks
        90.17600 ms     00000b02 ticks
        77.37600 ms     00000972 ticks
        35.13600 ms     0000044a ticks
        13.85600 ms     000001b1 ticks
        44.80000 ms     00000578 ticks
       171.42400 ms     000014ed ticks
        74.27200 ms     00000911 ticks
        21.28000 ms     00000299 ticks
        33.24800 ms     0000040f ticks
        75.20000 ms     0000092e ticks
        69.79200 ms     00000885 ticks
       133.66400 ms     00001051 ticks
        81.02400 ms     000009e4 ticks
        77.28000 ms     0000096f ticks
        72.03200 ms     000008cb ticks
        43.26400 ms     00000548 ticks
        46.94400 ms     000005bb ticks
       430.78400 ms     00003496 ticks
        65.21600 ms     000007f6 ticks
        21.28000 ms     00000299 ticks
        67.10400 ms     00000831 ticks
         8.51200 ms     0000010a ticks
        68.32000 ms     00000857 ticks
        11.77600 ms     00000170 ticks
